datetime,isSpeaking,volume
2017-04-13 20:52:02,A,0.62318
2017-04-13 20:52:02,A,0.664902
2017-04-13 20:52:02,A,0.671704
2017-04-13 20:52:02,A,0.638244
2017-04-13 20:52:02,A,0.678514
2017-04-13 20:52:02,A,0.670508
2017-04-13 20:52:02,A,0.708668
2017-04-13 20:52:03,A,0.630056
2017-04-13 20:52:03,A,0.648385
2017-04-13 20:52:03,A,0.669799
2017-04-13 20:52:03,A,0.630825
2017-04-13 20:52:03,A,0.656435
2017-04-13 20:52:04,B,0.755075
2017-04-13 20:52:04,B,0.843713
2017-04-13 20:52:04,B,0.833982
2017-04-13 20:52:04,B,0.809217
2017-04-13 20:52:04,B,0.829525
2017-04-13 20:52:04,B,0.763172
2017-04-13 20:52:04,B,0.771347
2017-04-13 20:52:04,B,0.795362
2017-04-13 20:52:04,B,0.790495
2017-04-13 20:52:04,B,0.752875
2017-04-13 20:52:04,B,0.777308
2017-04-13 20:52:04,B,0.779687
2017-04-13 20:52:04,B,0.738548
2017-04-13 20:52:04,B,0.708789
2017-04-13 20:52:04,B,0.682672
2017-04-13 20:52:04,B,0.698948
2017-04-13 20:52:05,B,0.70731
2017-04-13 20:52:05,B,0.928744
2017-04-13 20:52:05,B,0.67905
2017-04-13 20:52:05,B,0.75585
2017-04-13 20:52:05,A,0.729213
2017-04-13 20:52:06,A,0.875629
2017-04-13 20:52:06,A,0.883388
2017-04-13 20:52:06,A,0.982357
2017-04-13 20:52:06,A,0.86309
2017-04-13 20:52:06,A,0.956075
2017-04-13 20:52:06,A,0.940355
2017-04-13 20:52:07,A,0.870837
2017-04-13 20:52:07,A,0.80844
2017-04-13 20:52:07,A,0.77236
2017-04-13 20:52:07,A,0.771335
2017-04-13 20:52:07,A,0.7971
2017-04-13 20:52:07,A,0.734108
2017-04-13 20:52:07,A,0.812993
2017-04-13 20:52:07,A,0.781066
2017-04-13 20:52:07,A,0.824328
2017-04-13 20:52:07,A,0.820449
2017-04-13 20:52:07,A,0.721785
2017-04-13 20:52:07,A,0.688691
2017-04-13 20:52:07,A,0.654766
2017-04-13 20:52:07,A,0.668706
2017-04-13 20:52:07,A,0.788447
2017-04-13 20:52:08,A,0.917083
2017-04-13 20:52:08,A,0.865435
2017-04-13 20:52:08,A,0.81852
2017-04-13 20:52:08,A,0.814072
2017-04-13 20:52:08,A,0.871335
2017-04-13 20:52:08,A,0.898915
2017-04-13 20:52:08,A,0.908103
2017-04-13 20:52:08,A,0.789305
2017-04-13 20:52:08,A,0.795487
2017-04-13 20:52:08,A,0.711018
2017-04-13 20:52:08,A,0.665583
2017-04-13 20:52:08,A,0.675694
2017-04-13 20:52:08,A,0.652944
2017-04-13 20:52:08,A,0.807081
2017-04-13 20:52:09,A,0.729687
2017-04-13 20:52:09,A,0.653519
2017-04-13 20:52:09,A,0.624416
2017-04-13 20:52:09,A,0.676952
2017-04-13 20:52:09,A,0.635318
2017-04-13 20:52:09,A,0.62793
2017-04-13 20:52:09,A,0.65232
2017-04-13 20:52:09,A,0.675024
2017-04-13 20:52:09,A,0.65075
2017-04-13 20:52:09,A,0.658106
2017-04-13 20:52:09,A,0.644014
2017-04-13 20:52:09,A,0.64162
2017-04-13 20:52:09,A,0.639464
2017-04-13 20:52:09,A,0.639954
2017-04-13 20:52:09,A,0.623536
2017-04-13 20:52:10,A,0.612387
2017-04-13 20:52:10,A,0.629413
2017-04-13 20:52:10,A,0.641322
2017-04-13 20:52:10,A,0.677105
2017-04-13 20:52:10,A,0.712247
2017-04-13 20:52:10,A,0.832273
2017-04-13 20:52:10,A,0.730285
2017-04-13 20:52:10,B,0.763165
2017-04-13 20:52:10,B,0.790358
2017-04-13 20:52:10,B,0.710051
2017-04-13 20:52:10,B,0.827678
2017-04-13 20:52:10,B,0.864051
2017-04-13 20:52:11,B,0.844392
2017-04-13 20:52:11,B,0.866433
2017-04-13 20:52:11,B,0.78814
2017-04-13 20:52:11,B,0.803735
2017-04-13 20:52:11,B,0.795674
2017-04-13 20:52:11,B,0.859665
2017-04-13 20:52:11,B,0.861256
2017-04-13 20:52:12,A,0.631131
2017-04-13 20:52:13,A,0.619872
2017-04-13 20:52:13,A,0.707865
2017-04-13 20:52:13,A,0.641507
2017-04-13 20:52:13,A,0.65009
2017-04-13 20:52:13,A,0.612242
2017-04-13 20:52:13,A,0.625945
2017-04-13 20:52:13,A,0.63535
2017-04-13 20:52:13,A,0.65683
2017-04-13 20:52:13,A,0.641412
2017-04-13 20:52:13,A,0.641941
2017-04-13 20:52:14,A,0.771104
2017-04-13 20:52:14,A,0.737372
2017-04-13 20:52:14,A,0.921586
2017-04-13 20:52:14,A,0.869987
2017-04-13 20:52:14,A,0.887379
2017-04-13 20:52:14,A,0.892531
2017-04-13 20:52:14,A,0.898662
2017-04-13 20:52:14,A,0.901587
2017-04-13 20:52:15,A,0.744049
2017-04-13 20:52:15,A,0.67027
2017-04-13 20:52:15,A,0.685738
2017-04-13 20:52:15,A,0.711466
2017-04-13 20:52:15,A,0.7623
2017-04-13 20:52:15,A,0.737694
2017-04-13 20:52:15,A,0.708098
2017-04-13 20:52:15,A,0.689141
2017-04-13 20:52:16,B,0.846209
2017-04-13 20:52:16,B,0.82188
2017-04-13 20:52:16,B,0.825651
2017-04-13 20:52:16,B,0.743138
2017-04-13 20:52:16,B,0.73279
2017-04-13 20:52:16,B,0.673652
2017-04-13 20:52:16,B,0.68391
2017-04-13 20:52:16,B,0.66294
2017-04-13 20:52:16,B,0.658713
2017-04-13 20:52:16,B,0.677622
2017-04-13 20:52:17,A,0.638406
2017-04-13 20:52:17,A,0.640021
2017-04-13 20:52:18,A,0.667981
2017-04-13 20:52:18,A,0.67695
2017-04-13 20:52:18,A,0.671713
2017-04-13 20:52:18,A,0.632742
2017-04-13 20:52:18,A,0.661208
2017-04-13 20:52:18,A,0.640237
2017-04-13 20:52:18,A,0.645085
2017-04-13 20:52:18,A,0.618419
2017-04-13 20:52:18,A,0.660388
2017-04-13 20:52:18,A,0.64001
2017-04-13 20:52:18,A,0.644293
2017-04-13 20:52:18,A,0.624079
2017-04-13 20:52:18,A,0.631551
2017-04-13 20:52:18,A,0.603497
2017-04-13 20:52:18,B,0.776725
2017-04-13 20:52:18,B,0.904358
2017-04-13 20:52:19,B,0.821461
2017-04-13 20:52:19,B,0.835062
2017-04-13 20:52:19,B,0.842828
2017-04-13 20:52:19,B,0.74708
2017-04-13 20:52:19,B,0.992529
2017-04-13 20:52:19,B,1
2017-04-13 20:52:19,B,0.967975
2017-04-13 20:52:19,B,0.920579
2017-04-13 20:52:19,B,0.880811
2017-04-13 20:52:19,B,0.822523
2017-04-13 20:52:19,B,0.87876
2017-04-13 20:52:20,B,0.871913
2017-04-13 20:52:20,B,0.94212
2017-04-13 20:52:20,B,0.908055
2017-04-13 20:52:20,B,0.896475
2017-04-13 20:52:20,B,0.86337
2017-04-13 20:52:20,B,0.969887
2017-04-13 20:52:20,B,0.920311
2017-04-13 20:52:20,B,0.853352
2017-04-13 20:52:20,B,0.879439
2017-04-13 20:52:20,B,0.785101
2017-04-13 20:52:20,B,0.903011
2017-04-13 20:52:20,B,0.729397
2017-04-13 20:52:20,B,0.781339
2017-04-13 20:52:20,B,0.83544
2017-04-13 20:52:20,B,0.862022
2017-04-13 20:52:21,B,0.858146
2017-04-13 20:52:21,B,0.785304
2017-04-13 20:52:21,B,0.754167
2017-04-13 20:52:21,B,0.755808
2017-04-13 20:52:21,B,0.845913
2017-04-13 20:52:21,B,0.833848
2017-04-13 20:52:21,B,0.787114
2017-04-13 20:52:21,B,0.746704
2017-04-13 20:52:21,B,0.809727
2017-04-13 20:52:21,B,0.75016
2017-04-13 20:52:21,B,0.821591
2017-04-13 20:52:21,B,0.72989
2017-04-13 20:52:21,B,0.668263
2017-04-13 20:52:21,B,0.621432
2017-04-13 20:52:21,B,0.613954
