datetime,isSpeaking,volume
2017-03-07 03:57:30,B,0.634297
2017-03-07 03:57:30,B,0.62005
2017-03-07 03:57:30,B,0.525492
2017-03-07 03:57:30,B,0.504219
2017-03-07 03:57:31,B,0.562103
2017-03-07 03:57:31,B,0.295139
2017-03-07 03:57:31,B,0.0458175
2017-03-07 03:57:31,B,0.0544524
2017-03-07 03:57:32,B,0.0530408
2017-03-07 03:57:32,B,0.0226685
2017-03-07 03:57:36,B,0.70922
2017-03-07 03:57:36,B,0.644234
2017-03-07 03:57:36,B,0.572107
2017-03-07 03:57:37,B,0.58977
2017-03-07 03:57:37,B,0.464387
2017-03-07 03:57:37,B,0.0972002
2017-03-07 03:57:37,B,0.455993
2017-03-07 03:57:37,B,0.684704
2017-03-07 03:57:38,B,0.665663
2017-03-07 03:57:39,B,0.267709
2017-03-07 03:57:39,B,0.687296
2017-03-07 03:57:39,B,0.633623
2017-03-07 03:57:39,B,0.541713
2017-03-07 03:57:45,B,0.672125
2017-03-07 03:57:45,B,0.620832
2017-03-07 03:57:45,B,0.599917
2017-03-07 03:57:45,B,0.577039
2017-03-07 03:57:46,B,0.613407
2017-03-07 03:57:46,B,0.594196
2017-03-07 03:57:46,B,0.477795
2017-03-07 03:57:49,B,0.638808
2017-03-07 03:57:49,B,0.625194
2017-03-07 03:57:50,B,0.580222
2017-03-07 03:57:50,B,0.543393
2017-03-07 03:57:50,B,0.384463
2017-03-07 03:57:50,B,0.0202911
2017-03-07 03:57:51,A,0.598161
2017-03-07 03:57:52,A,0.556965
2017-03-07 03:57:52,A,0.584072
2017-03-07 03:57:52,A,0.576368
2017-03-07 03:57:52,A,0.625419
2017-03-07 03:57:53,A,0.594321
2017-03-07 03:57:53,A,0.562852
2017-03-07 03:57:53,A,0.521195
2017-03-07 03:57:53,A,0.51068
2017-03-07 03:57:54,A,0.551707
2017-03-07 03:57:54,A,0.611232
2017-03-07 03:57:54,A,0.585364
2017-03-07 03:57:54,A,0.572282
2017-03-07 03:57:54,A,0.555771
2017-03-07 03:57:55,A,0.519351
2017-03-07 03:57:55,A,0.50999
2017-03-07 03:57:55,A,0.49535
2017-03-07 03:57:55,A,0.393195
