datetime,isTracking,leftEyeX,leftEyeY,rightEyeX,rightEyeY,NoseX,NoseY,LeftMouthX,LeftMouthY,RightMouthX,RightMouthY,pitch,yaw,roll,Happy,Engaged,WearingGlasses,LeftEyeClosed,RightEyeClosed,MouthOpen,MouthMoved,LookingAway
2017-03-07 03:57:28,B,1156,303,1230,288,1165,354,1166,419,1237,406,12,40,6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:28,B,1154,306,1239,284,1176,351,1175,414,1247,402,12,40,6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:29,B,1138,302,1225,280,1160,348,1157,413,1231,400,10,39,4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:29,B,1078,297,1156,271,1094,356,1098,418,1169,406,14,43,8,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:29,B,1001,318,1070,295,1011,366,1022,426,1087,413,17,43,13,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:29,B,932,314,996,288,935,371,955,427,1013,415,17,43,14,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:29,B,867,316,931,295,869,367,890,429,948,414,15,44,11,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:29,B,787,313,861,289,801,363,821,423,874,410,17,44,11,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:30,B,745,301,828,272,754,355,771,422,828,409,19,43,12,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:30,A,708,296,783,271,708,353,727,419,785,408,12,44,5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:30,A,674,300,745,283,679,355,689,420,750,411,8,44,3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:30,A,661,306,735,287,665,364,685,428,742,418,6,43,3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:31,A,692,311,776,298,709,368,715,428,783,421,3,35,3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:31,B,783,301,873,292,793,372,794,426,870,425,0,35,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:31,B,882,305,984,303,900,374,890,427,970,431,-4,38,-6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:31,B,946,321,1044,320,967,387,952,436,1033,440,-7,36,-5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:31,B,958,326,1049,321,981,383,968,436,1044,434,-4,32,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:32,B,926,344,1003,335,941,403,937,447,1007,443,-6,37,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-03-07 03:57:32,B,861,372,928,366,873,428,868,471,934,468,-7,36,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
