datetime,isSpeaking,volume
2017-03-16 22:21:42,B,0.597081
2017-03-16 22:21:42,B,0.588546
2017-03-16 22:21:42,B,0.522801
2017-03-16 22:21:42,B,0.696402
2017-03-16 22:21:42,B,0.616816
2017-03-16 22:21:42,B,0.571389
2017-03-16 22:21:42,B,0.500711
2017-03-16 22:21:42,B,0.512794
2017-03-16 22:21:42,B,0.585932
2017-03-16 22:21:42,B,0.668403
2017-03-16 22:21:42,B,0.593621
2017-03-16 22:21:43,B,0.573291
2017-03-16 22:21:43,B,0.650387
2017-03-16 22:21:43,B,0.590068
2017-03-16 22:21:43,B,0.744541
2017-03-16 22:21:43,B,0.773091
2017-03-16 22:21:43,B,0.58465
2017-03-16 22:21:43,B,0.498163
2017-03-16 22:21:43,B,0.566841
2017-03-16 22:21:43,B,0.514279
2017-03-16 22:21:43,B,0.502111
2017-03-16 22:21:43,B,0.465873
2017-03-16 22:21:43,B,0.485476
2017-03-16 22:21:44,B,0.484319
2017-03-16 22:21:44,B,0.485819
2017-03-16 22:21:44,B,0.613165
2017-03-16 22:21:44,B,0.516834
2017-03-16 22:21:44,B,0.651031
2017-03-16 22:21:44,B,0.581992
2017-03-16 22:21:44,B,0.486782
2017-03-16 22:21:44,B,0.449649
2017-03-16 22:21:44,B,0.490582
2017-03-16 22:21:44,B,0.459941
2017-03-16 22:21:44,B,0.448994
2017-03-16 22:21:45,B,0.448646
2017-03-16 22:21:45,B,0.469604
2017-03-16 22:21:45,B,0.443632
2017-03-16 22:21:45,B,0.434723
2017-03-16 22:21:45,B,0.446383
2017-03-16 22:21:46,B,0.398642
2017-03-16 22:21:46,B,0.595734
2017-03-16 22:21:46,B,0.537829
2017-03-16 22:21:46,B,0.555013
2017-03-16 22:21:46,B,0.555421
2017-03-16 22:21:46,B,0.570872
2017-03-16 22:21:47,B,0.48658
2017-03-16 22:21:47,B,0.528687
2017-03-16 22:21:47,B,0.595954
2017-03-16 22:21:47,B,0.537001
2017-03-16 22:21:47,B,0.534449
2017-03-16 22:21:47,B,0.553091
2017-03-16 22:21:47,B,0.507811
2017-03-16 22:21:47,B,0.47903
2017-03-16 22:21:47,B,0.471564
2017-03-16 22:21:47,B,0.444468
2017-03-16 22:21:48,B,0.612436
2017-03-16 22:21:48,B,0.454655
2017-03-16 22:21:48,B,0.601893
2017-03-16 22:21:48,B,0.484086
2017-03-16 22:21:48,B,0.509044
2017-03-16 22:21:48,B,0.478256
2017-03-16 22:21:48,B,0.538039
2017-03-16 22:21:48,B,0.484831
2017-03-16 22:21:48,B,0.445439
2017-03-16 22:21:48,B,0.463433
2017-03-16 22:21:48,B,0.504222
2017-03-16 22:21:49,B,0.668082
2017-03-16 22:21:49,B,0.584423
2017-03-16 22:21:49,B,0.534503
2017-03-16 22:21:49,B,0.617615
2017-03-16 22:21:49,B,0.619148
