datetime,isTracking,leftHandX,leftHandY,RightHandX,RightHandY,LeanX,LeanY
20170306_215432,A,314,953,610,964,-0.364831,0.542413
20170306_215432,A,318,942,609,963,-0.354521,0.535458
20170306_215432,A,313,996,605,963,-0.344486,0.528582
20170306_215432,A,306,983,606,964,-0.332732,0.517899
20170306_215432,A,314,991,605,960,-0.327543,0.509068
20170306_215432,A,317,944,608,965,-0.323955,0.499768
20170306_215432,A,318,941,607,965,-0.318054,0.49151
20170306_215432,A,316,945,606,963,-0.306036,0.480511
20170306_215432,A,312,978,606,961,-0.29712,0.473503
20170306_215432,A,313,989,612,956,-0.29163,0.466544
20170306_215432,A,328,1075,671,920,-0.286305,0.45561
20170306_215432,A,321,957,759,902,-0.266163,0.463219
20170306_215433,A,337,935,876,898,-0.237735,0.474294
20170306_215433,A,321,954,1012,910,-0.217171,0.481924
20170306_215433,A,300,1057,1130,897,-0.197417,0.490001
20170306_215433,A,304,1017,1222,890,-0.190717,0.508368
20170306_215433,A,305,1016,1252,905,-0.205247,0.530675
20170306_215433,A,307,1020,1290,908,-0.219716,0.541351
20170306_215433,A,304,1014,1320,910,-0.213625,0.541945
20170306_215433,A,326,939,1359,909,-0.199334,0.544629
20170306_215433,A,327,941,1368,902,-0.182945,0.546493
20170306_215433,A,325,937,1390,900,-0.159816,0.551728
20170306_215433,A,347,916,1420,904,-0.126431,0.562891
20170306_215433,A,350,914,1441,904,-0.0718267,0.584174
20170306_215433,A,351,915,1449,898,-0.0224291,0.603473
20170306_215433,A,354,914,1566,917,0.0325573,0.631754
20170306_215434,A,316,977,1567,905,0.0909687,0.66368
20170306_215434,A,314,975,1568,890,0.146844,0.692662
20170306_215434,A,317,964,1569,879,0.182122,0.709839
20170306_215434,A,321,970,1569,874,0.256935,0.744665
20170306_215434,A,324,968,1570,875,0.308483,0.770261
20170306_215434,A,324,969,1566,880,0.341329,0.786711
20170306_215434,A,327,971,1562,887,0.372891,0.802742
20170306_215434,A,330,973,1561,893,0.399547,0.817588
20170306_215434,A,326,979,1559,902,0.421835,0.832287
20170306_215434,A,339,1012,1552,903,0.434541,0.843719
20170306_215434,A,344,1011,1526,885,0.442127,0.854005
20170306_215434,A,340,1016,1526,882,0.446058,0.860216
20170306_215434,A,340,1015,1531,883,0.4481,0.864193
20170306_215434,A,336,1017,1527,885,0.448755,0.866785
20170306_215434,A,348,1020,1533,885,0.44778,0.868878
20170306_215435,A,347,1018,1518,879,0.444462,0.870844
20170306_215435,A,339,1026,1506,881,0.431504,0.8698
20170306_215435,A,355,929,1569,909,0.420525,0.867993
20170306_215435,A,355,930,1569,910,0.412396,0.870791
20170306_215435,A,352,938,1495,881,0.396891,0.871824
20170306_215435,A,325,1080,1568,914,0.381733,0.870974
20170306_215435,A,343,1049,1569,916,0.37357,0.873705
20170306_215435,A,341,1041,1572,920,0.367344,0.877209
20170306_215435,A,306,1080,1571,923,0.360164,0.876881
20170306_215435,A,305,1080,1570,922,0.354248,0.8772
20170306_215435,A,334,1022,1574,920,0.345879,0.87059
20170306_215435,A,341,1018,1572,918,0.341346,0.869334
20170306_215435,A,339,1018,1573,917,0.337715,0.870935
20170306_215436,A,341,1019,1572,915,0.333722,0.868224
20170306_215436,A,300,1080,1573,914,0.329808,0.865692
20170306_215436,A,339,1019,1572,914,0.328581,0.865488
20170306_215436,A,338,1048,1572,912,0.328832,0.867453
20170306_215436,A,345,1049,1573,909,0.33159,0.87603
20170306_215436,A,341,971,1561,891,0.340559,0.885097
20170306_215436,A,347,969,1661,901,0.342445,0.885528
20170306_215436,A,348,950,1659,890,0.356419,0.888842
20170306_215436,A,360,982,1592,857,0.40237,0.886895
20170306_215436,A,370,961,1608,847,0.443385,0.870297
20170306_215436,A,337,1019,1594,815,0.510576,0.835092
20170306_215436,A,372,955,1605,786,0.590713,0.781543
20170306_215436,A,368,960,1598,767,0.694918,0.708658
20170306_215436,B,442,932,1594,751,0.782898,0.633199
20170306_215437,B,331,993,1592,746,0.783526,0.545582
20170306_215437,B,411,1000,1589,744,0.681751,0.454585
20170306_215437,B,712,954,1599,755,0.602125,0.433996
20170306_215437,B,762,953,1645,803,0.487736,0.402096
20170306_215437,B,829,955,1696,844,0.322427,0.389691
20170306_215437,B,839,965,1717,867,0.244591,0.369277
20170306_215437,B,848,965,1715,873,0.199725,0.347454
20170306_215437,B,862,961,1711,875,0.17903,0.330388
20170306_215437,B,871,962,1709,879,0.176232,0.323929
20170306_215437,B,879,963,1719,893,0.169046,0.325378
20170306_215437,B,910,931,1754,884,0.193182,0.332852
20170306_215437,B,913,928,1732,915,0.20231,0.33252
20170306_215437,B,915,930,1730,913,0.207977,0.330445
20170306_215438,B,963,959,1705,910,0.219602,0.34382
20170306_215438,B,992,961,1717,917,0.22119,0.385805
20170306_215438,B,979,966,1716,915,0.238531,0.421497
20170306_215438,B,980,966,1701,904,0.251895,0.444521
20170306_215438,B,980,967,1701,904,0.261125,0.465777
20170306_215438,B,979,966,1743,913,0.262246,0.475023
20170306_215438,B,978,967,1745,913,0.264416,0.48692
20170306_215438,B,983,971,1739,917,0.270727,0.49753
20170306_215438,B,976,966,1738,911,0.276591,0.505608
20170306_215438,B,981,971,1737,913,0.283995,0.513053
20170306_215438,B,978,969,1745,916,0.286971,0.520859
20170306_215438,B,861,967,1769,909,0.268336,0.478889
20170306_215438,B,842,965,1903,906,0.204965,0.458326
20170306_215438,B,859,947,1902,906,0.155305,0.503309
20170306_215439,B,834,959,1751,900,0.0905214,0.589639
20170306_215439,B,822,957,1751,896,0.040198,0.631719
20170306_215439,B,811,957,1729,909,-0.0133034,0.679677
20170306_215439,B,836,962,1743,905,-0.0496701,0.700579
20170306_215439,B,838,962,1753,886,-0.0736201,0.704456
20170306_215439,B,852,965,1716,897,-0.0840007,0.694682
20170306_215439,B,874,965,1743,919,-0.0691736,0.654133
20170306_215439,B,902,966,1747,908,-0.00482113,0.577633
20170306_215439,B,998,981,1712,897,0.108339,0.483036
20170306_215439,B,999,974,1754,855,0.261826,0.375313
20170306_215439,B,1120,982,1745,829,0.450752,0.266774
20170306_215439,B,1111,984,1725,886,0.64712,0.16838
20170306_215439,B,1152,987,1745,896,0.766729,0.0804777
20170306_215439,B,1199,982,1719,866,0.75864,0.00860816
20170306_215439,B,1277,997,1705,841,0.658178,-0.0503596
20170306_215440,B,1303,1001,1712,825,0.533509,-0.0763475
20170306_215440,B,1325,1011,1718,828,0.430355,-0.0738843
20170306_215440,B,1350,992,1725,841,0.37527,-0.0554994
20170306_215440,B,1383,998,1729,822,0.341368,-0.0330481
20170306_215440,B,1402,993,1741,816,0.29562,-3.58697e-005
20170306_215440,B,1417,987,1719,816,0.244666,0.0415835
20170306_215440,B,1430,997,1673,813,0.222693,0.0841649
20170306_215440,B,1549,1017,1671,811,0.224368,0.157133
20170306_215440,B,1561,1006,1665,783,0.21658,0.181513
20170306_215440,B,1658,1013,1720,846,0.147549,0.239619
20170306_215440,B,1651,1011,1703,796,0.148879,0.265039
20170306_215440,B,1630,997,1704,795,0.179872,0.215922
20170306_215440,B,1635,995,1713,794,0.213338,0.141573
20170306_215440,B,1632,995,1722,793,0.220758,0.105832
20170306_215440,B,1630,995,1725,793,0.220642,0.0890941
20170306_215441,B,1631,993,1729,793,0.294228,0.122243
20170306_215441,B,1636,990,1468,644,0.348862,0.172777
20170306_215441,B,1636,991,1471,652,0.348238,0.200931
20170306_215441,B,1632,996,1474,644,0.341656,0.351994
20170306_215441,B,1625,1002,1477,646,0.334313,0.392751
20170306_215441,B,1610,1004,1475,647,0.336481,0.418718
20170306_215441,B,1633,1016,1475,649,0.317404,0.4521
20170306_215441,B,1649,1011,1472,651,0.298986,0.48788
20170306_215441,B,1616,997,1471,654,0.31422,0.494008
20170306_215441,B,1649,1005,1470,650,0.356808,0.49273
20170306_215441,B,1650,1014,1467,653,0.376427,0.512338
20170306_215441,B,1639,1038,1466,655,0.374167,0.54316
20170306_215441,B,1609,1039,1463,654,0.358406,0.559065
20170306_215441,B,1617,1060,1459,643,0.337525,0.564673
20170306_215441,B,1650,863,1455,630,0.298003,0.557996
20170306_215442,B,1653,870,1455,627,0.300017,0.551038
20170306_215442,B,1670,859,1450,612,0.418504,0.53305
20170306_215442,B,1682,854,1447,607,0.51121,0.505302
20170306_215442,B,1663,864,1446,601,0.560386,0.480914
20170306_215442,B,1663,867,1447,596,0.486869,0.442791
20170306_215442,B,1712,998,1620,452,0.412859,0.438673
20170306_215442,B,1720,972,1625,446,0.361787,0.444745
20170306_215442,B,1724,878,1626,432,0.313825,0.438601
20170306_215442,B,1675,1080,1634,449,0.281564,0.430032
20170306_215442,B,1732,1000,1618,392,0.260479,0.43096
20170306_215442,B,1768,969,1581,353,0.250915,0.440219
20170306_215442,B,1766,970,1544,354,0.292023,0.453243
20170306_215442,B,1770,967,1550,368,0.326264,0.462906
20170306_215442,B,1773,967,1601,408,0.352299,0.46397
20170306_215442,B,1767,967,1561,366,0.371112,0.461615
20170306_215443,B,1760,968,1558,373,0.386073,0.455932
20170306_215443,B,1745,990,1558,381,0.397084,0.450884
20170306_215443,B,1762,971,1556,384,0.403199,0.445565
20170306_215443,B,1759,975,1555,385,0.406013,0.441759
20170306_215443,B,1761,974,1557,387,0.409787,0.439413
20170306_215443,B,1763,973,1559,388,0.411143,0.433815
20170306_215443,B,1749,987,1560,389,0.412168,0.426253
20170306_215443,B,1756,978,1561,388,0.412996,0.418779
20170306_215443,B,1748,987,1560,387,0.415131,0.411211
20170306_215443,B,1747,988,1563,389,0.417567,0.410158
20170306_215443,B,1757,973,1562,384,0.420097,0.410857
20170306_215443,B,1759,971,1562,386,0.423184,0.413147
20170306_215443,B,1762,973,1560,379,0.427723,0.416564
20170306_215444,B,1761,975,1560,376,0.430546,0.418461
20170306_215444,B,1762,971,1561,376,0.433401,0.421005
20170306_215444,B,1761,975,1563,375,0.434985,0.422997
20170306_215444,B,1763,974,1564,375,0.436594,0.425631
20170306_215444,B,1762,971,1566,375,0.438337,0.428022
20170306_215444,B,1761,974,1568,375,0.439981,0.430161
20170306_215444,B,1762,971,1574,376,0.44278,0.432744
20170306_215444,B,1763,971,1573,376,0.443539,0.433348
20170306_215444,B,1761,974,1574,378,0.443466,0.433472
20170306_215444,B,1759,975,1575,378,0.443264,0.433067
20170306_215444,B,1759,975,1574,378,0.44381,0.43256
20170306_215444,B,1760,976,1575,379,0.44405,0.431325
20170306_215444,B,1760,972,1569,379,0.443529,0.427831
20170306_215444,B,1760,971,1567,378,0.443031,0.426189
20170306_215445,B,1756,971,1563,376,0.443031,0.426189
20170306_215445,B,1760,970,1562,375,0.443031,0.426189
20170306_215445,B,1751,980,1563,375,0.441567,0.41953
20170306_215445,B,1752,974,1561,375,0.439689,0.402814
20170306_215445,B,1741,996,1555,373,0.43508,0.367514
20170306_215445,B,1746,987,1554,378,0.434082,0.3433
20170306_215445,B,1744,987,1552,379,0.432573,0.315299
20170306_215445,B,1741,990,1550,380,0.436105,0.279915
20170306_215445,B,1736,1002,1548,379,0.445503,0.238755
20170306_215445,B,1734,999,1544,378,0.455242,0.197101
20170306_215445,B,1737,989,1545,380,0.460993,0.15657
20170306_215445,B,1737,991,1550,383,0.469127,0.121201
20170306_215445,B,1736,992,1554,384,0.478813,0.0910072
20170306_215445,B,1728,1008,1555,383,0.493654,0.0573946
20170306_215446,B,1725,1010,1557,384,0.497731,0.0498404
20170306_215446,B,1728,1004,1571,397,0.487447,0.023092
20170306_215446,B,1734,996,1572,408,0.484305,0.0121041
20170306_215446,B,1751,973,1571,393,0.488275,0.00711636
20170306_215446,B,1706,1027,1569,392,0.49307,0.00661415
20170306_215446,B,1732,965,1565,389,0.495916,0.00868767
20170306_215446,B,1726,999,1562,388,0.497178,0.0157887
20170306_215446,B,1711,1027,1561,390,0.497053,0.0300716
20170306_215446,B,1713,1022,1560,390,0.494982,0.0472452
20170306_215446,B,1711,1023,1557,388,0.491147,0.0643018
20170306_215446,B,1716,1016,1556,387,0.48604,0.0822358
20170306_215446,B,1716,1019,1555,387,0.482405,0.0976555
20170306_215446,B,1732,1003,1554,387,0.479474,0.1107
20170306_215446,B,1724,1014,1554,385,0.478869,0.123136
20170306_215446,B,1723,1017,1554,385,0.478137,0.133056
20170306_215447,B,1722,1019,1554,384,0.477179,0.140169
20170306_215447,B,1722,1015,1556,384,0.476035,0.145244
20170306_215447,B,1720,1026,1557,383,0.475387,0.148928
20170306_215447,B,1729,1013,1558,384,0.475056,0.152019
20170306_215447,B,1737,971,1558,383,0.474668,0.155181
20170306_215447,B,1735,854,1558,382,0.47363,0.158232
20170306_215447,B,1740,989,1558,384,0.472002,0.161162
20170306_215447,B,1761,943,1550,390,0.470297,0.161556
20170306_215447,B,1757,967,1560,374,0.465104,0.163898
20170306_215447,B,1744,982,1558,379,0.458793,0.166579
20170306_215447,B,1744,982,1554,380,0.452495,0.167944
20170306_215447,B,1746,979,1553,381,0.446411,0.169584
20170306_215447,B,1744,984,1550,380,0.442202,0.173872
20170306_215447,B,1752,977,1547,378,0.436243,0.181778
20170306_215447,B,1754,975,1547,376,0.430415,0.190676
20170306_215448,B,1751,974,1546,376,0.422187,0.200962
20170306_215448,B,1735,839,1551,385,0.408913,0.210738
20170306_215448,B,1728,830,1553,390,0.396105,0.216455
20170306_215448,B,1728,828,1552,393,0.384529,0.219025
20170306_215448,B,1728,827,1551,394,0.37717,0.221992
20170306_215448,B,1726,823,1551,396,0.369824,0.224049
20170306_215448,B,1723,820,1549,397,0.363544,0.224244
20170306_215448,B,1721,815,1547,391,0.359914,0.225085
20170306_215448,B,1721,817,1547,391,0.358092,0.225819
20170306_215448,B,1579,1080,1513,282,0.356823,0.225478
20170306_215448,B,1577,1080,1490,244,0.353422,0.223168
20170306_215448,B,1586,1080,1496,344,0.351885,0.22192
20170306_215448,B,1718,816,1546,395,0.351388,0.221843
20170306_215448,B,1720,813,1546,395,0.351404,0.22171
20170306_215448,B,1566,1080,1544,397,0.350747,0.220796
20170306_215449,B,1715,819,1541,396,0.350029,0.219853
20170306_215449,B,1716,821,1531,401,0.350029,0.219853
20170306_215449,B,1716,818,1530,402,0.350029,0.219853
20170306_215449,B,1718,823,1530,403,0.350029,0.219853
20170306_215449,B,1719,824,1529,402,0.350029,0.219853
20170306_215449,B,1552,1080,1533,399,0.350029,0.219853
20170306_215449,B,1556,1080,1529,397,0.350029,0.219853
20170306_215449,B,1547,1080,1522,399,0.348129,0.221126
20170306_215449,B,1920,689,1514,405,0.331445,0.23821
20170306_215449,B,1914,682,1815,113,0.284592,0.311266
20170306_215449,B,1872,676,1920,187,0.202104,0.462925
20170306_215449,B,1701,881,1449,732,0.0827177,0.652954
20170306_215449,B,1708,840,1449,699,-0.0886956,0.833435
20170306_215449,B,1694,860,1395,723,-0.133457,0.785966
20170306_215450,B,1706,821,1920,274,-0.214425,0.671816
20170306_215450,B,1674,803,1920,272,-0.31866,0.554667
20170306_215450,B,1645,526,1920,585,-0.421785,0.452121
20170306_215450,B,1584,527,0,0,-0.535923,0.404468
20170306_215450,B,1569,550,1337,667,-0.597116,0.374196
20170306_215450,B,1479,544,1279,678,-0.652808,0.276368
20170306_215450,B,1579,735,1217,689,-0.705008,0.208184
20170306_215450,B,1560,737,1191,691,-0.750854,0.134677
20170306_215450,B,1533,739,1151,696,-0.782281,0.066791
20170306_215450,B,1437,743,1093,701,-0.767313,0.0360308
20170306_215450,B,1055,831,1016,713,-0.783789,-0.0271827
20170306_215450,B,1016,838,970,723,-0.783669,-0.0897375
20170306_215450,B,1297,789,931,732,-0.748571,-0.169534
20170306_215450,B,1255,793,903,733,-0.675645,-0.251444
20170306_215451,B,1229,794,887,730,-0.6279,-0.309549
20170306_215451,B,1207,801,875,737,-0.585303,-0.332025
20170306_215451,B,1171,819,850,757,-0.566751,-0.276511
20170306_215451,B,1152,825,834,769,-0.560606,-0.17165
20170306_215451,A,1134,837,816,778,-0.4543,-0.17149
20170306_215451,A,1111,846,794,780,-0.388993,-0.143533
20170306_215451,A,560,977,771,777,-0.314619,-0.110919
20170306_215451,A,436,1051,751,773,-0.260796,-0.0667365
20170306_215451,A,466,1015,757,760,-0.233312,-0.032539
20170306_215451,A,453,997,867,844,-0.261879,0.0248487
20170306_215451,A,445,988,884,886,-0.213759,0.135785
20170306_215451,A,453,936,891,926,-0.157551,0.221845
20170306_215451,A,465,967,950,887,-0.107867,0.293945
20170306_215451,A,456,970,951,879,-0.0599142,0.33669
20170306_215452,A,434,966,949,863,-0.0270838,0.367769
20170306_215452,A,438,992,947,857,-0.000936153,0.379979
20170306_215452,A,456,1012,946,858,0.0231072,0.375964
20170306_215452,A,138,1080,934,842,0.0349877,0.374934
20170306_215452,A,157,1079,918,837,0.0461251,0.373397
20170306_215452,A,178,1080,927,867,0.0602495,0.370482
20170306_215452,A,202,1080,921,875,0.0759773,0.365553
20170306_215452,A,211,1080,915,877,0.0878368,0.362255
20170306_215452,A,204,1080,901,872,0.0969453,0.360692
20170306_215452,A,196,1080,889,872,0.102737,0.362304
20170306_215452,A,192,1080,891,871,0.107739,0.364314
20170306_215452,A,191,1080,893,871,0.111395,0.364756
20170306_215452,A,188,1080,894,873,0.114229,0.363786
20170306_215452,A,188,1080,894,873,0.116717,0.361587
20170306_215452,A,186,1080,893,871,0.118195,0.359152
20170306_215453,A,182,1080,864,878,0.118857,0.355911
20170306_215453,A,180,1080,897,874,0.11921,0.352466
20170306_215453,A,180,1080,895,874,0.118995,0.346981
20170306_215453,A,179,1080,895,873,0.118366,0.344081
20170306_215453,A,178,1080,895,873,0.117364,0.341879
20170306_215453,A,176,1080,896,874,0.117067,0.339737
20170306_215453,A,174,1080,896,872,0.116543,0.337216
20170306_215453,A,178,1080,898,873,0.115779,0.334403
20170306_215453,A,179,1080,898,874,0.115008,0.331239
20170306_215453,A,178,1080,900,872,0.114418,0.328744
20170306_215453,A,178,1080,901,872,0.113708,0.328523
20170306_215453,A,178,1080,902,874,0.11345,0.330249
20170306_215453,A,177,1080,904,874,0.11345,0.330249
20170306_215453,A,171,1080,909,876,0.11345,0.330249
20170306_215454,A,384,1071,904,857,0.11345,0.330249
20170306_215454,A,416,1040,907,862,0.113162,0.332081
20170306_215454,A,372,1080,904,862,0.112125,0.339915
20170306_215454,A,399,995,901,865,0.11083,0.348304
20170306_215454,A,417,1009,897,870,0.109278,0.354469
20170306_215454,A,367,1080,893,876,0.108014,0.355855
20170306_215454,A,415,1045,892,876,0.106783,0.353585
20170306_215454,A,371,1078,887,878,0.105188,0.350446
20170306_215454,A,542,655,879,881,0.10328,0.345799
20170306_215454,A,543,654,856,911,0.10328,0.345799
20170306_215454,A,544,653,859,916,0.10328,0.345799
20170306_215454,A,543,653,859,914,0.10328,0.345799
20170306_215454,A,543,654,858,914,0.0999011,0.335916
20170306_215454,A,543,654,856,913,0.0960628,0.326885
20170306_215454,A,541,656,861,914,0.0929232,0.320292
20170306_215455,A,557,640,861,915,0.0907765,0.316208
20170306_215455,A,557,640,857,913,0.0896212,0.315204
20170306_215455,A,557,642,857,915,0.0886788,0.315261
20170306_215455,A,557,642,858,914,0.0877621,0.315408
20170306_215455,A,557,643,859,913,0.0877621,0.315408
20170306_215455,A,558,643,873,886,0.0877621,0.315408
20170306_215455,A,558,643,854,914,0.0877621,0.315408
20170306_215455,A,558,644,853,914,0.0877621,0.315408
20170306_215455,A,558,644,855,912,0.0877621,0.315408
20170306_215455,A,559,644,856,914,0.0877621,0.315408
20170306_215455,A,559,644,857,913,0.0877621,0.315408
20170306_215455,A,558,644,859,915,0.0877621,0.315408
20170306_215455,A,559,644,856,913,0.0877621,0.315408
20170306_215455,A,558,644,856,913,0.0877621,0.315408
20170306_215456,A,559,644,855,914,0.0877621,0.315408
20170306_215456,A,558,644,856,911,0.0877621,0.315408
20170306_215456,A,559,644,855,912,0.0877621,0.315408
20170306_215456,A,558,644,873,882,0.0877621,0.315408
20170306_215456,A,558,644,875,882,0.0877621,0.315408
20170306_215456,A,558,644,874,881,0.0877621,0.315408
20170306_215456,A,558,644,875,884,0.0877621,0.315408
20170306_215456,A,546,657,875,881,0.0877621,0.315408
20170306_215456,A,546,656,876,883,0.0877621,0.315408
20170306_215456,A,548,657,875,884,0.0877621,0.315408
20170306_215456,A,547,657,877,884,0.0877621,0.315408
20170306_215456,A,548,658,878,885,0.0877621,0.315408
20170306_215456,A,548,658,877,884,0.0877621,0.315408
20170306_215456,A,548,657,877,886,0.0877621,0.315408
20170306_215457,A,548,657,878,885,0.0877621,0.315408
20170306_215457,A,549,656,878,884,0.0877621,0.315408
20170306_215457,A,549,657,878,884,0.0877621,0.315408
20170306_215457,A,549,657,879,886,0.0877621,0.315408
20170306_215457,A,549,657,878,883,0.0877621,0.315408
20170306_215457,A,549,657,877,883,0.0877621,0.315408
20170306_215457,A,548,658,877,881,0.0877621,0.315408
20170306_215457,A,550,656,875,884,0.0877621,0.315408
20170306_215457,A,547,659,878,883,0.0877621,0.315408
20170306_215457,A,547,657,877,884,0.0877621,0.315408
20170306_215457,A,550,644,881,882,0.0877621,0.315408
20170306_215457,A,385,1037,892,878,0.0877621,0.315408
20170306_215457,A,403,994,909,865,0.0877621,0.315408
20170306_215457,A,367,998,939,850,0.0877621,0.315408
20170306_215457,A,345,813,978,857,0.0937318,0.330444
20170306_215458,A,105,1080,829,576,-0.0587337,0.249328
20170306_215458,A,109,1080,852,558,-0.62319,-0.288728
20170306_215503,A,285,459,357,641,-0.109183,0.0721178
20170306_215504,A,232,355,248,440,-0.133708,0.129344
20170306_215504,A,244,377,257,421,-0.245947,0.00643551
20170306_215504,A,258,398,252,398,-0.245101,-0.00366913
20170306_215504,A,240,380,265,454,-0.209289,0.00824097
20170306_215504,A,255,360,350,567,-0.216421,-0.0129461
20170306_215504,A,258,356,350,502,-0.194103,-0.00237557
20170306_215504,A,258,354,352,502,-0.158797,0.0221494
20170306_215504,A,259,354,355,488,-0.137498,0.039455
20170306_215504,A,256,354,355,489,-0.134451,0.0418092
20170306_215504,A,256,354,354,487,-0.129352,0.0418068
20170306_215504,A,255,354,354,488,-0.121205,0.0441086
20170306_215504,A,256,352,348,495,-0.112971,0.04519
20170306_215504,A,253,351,348,492,-0.0901845,0.0624664
20170306_215505,A,253,353,346,489,-0.113981,0.036424
20170306_215505,A,255,353,349,495,-0.112746,0.032196
20170306_215505,A,238,301,354,488,-0.107911,0.0341149
20170306_215505,A,241,301,355,487,-0.0919774,0.048475
20170306_215505,A,245,298,357,487,-0.0872963,0.0487623
20170306_215505,A,246,303,416,511,-0.0817409,0.0541767
20170306_215505,A,255,354,415,512,-0.0826515,0.0519701
20170306_215505,A,255,357,416,511,-0.064963,0.0678973
20170306_215505,A,255,359,357,487,-0.0665467,0.0633591
