datetime,isTracking,leftEyeX,leftEyeY,rightEyeX,rightEyeY,NoseX,NoseY,LeftMouthX,LeftMouthY,RightMouthX,RightMouthY,pitch,yaw,roll,Happy,Engaged,WearingGlasses,LeftEyeClosed,RightEyeClosed,MouthOpen,MouthMoved,LookingAway
20170306_215428,A,620,431,679,427,637,475,631,506,687,505,-10,36,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215428,A,613,433,679,428,634,478,628,510,685,507,-11,36,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215428,A,620,433,677,429,632,478,626,510,683,508,-10,37,2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215428,A,609,431,677,424,630,477,623,508,680,508,-12,38,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215428,A,608,431,670,426,626,476,619,508,676,506,-10,35,1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215428,A,606,433,666,428,622,479,616,511,674,509,-12,36,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215428,A,610,435,664,430,621,479,615,511,673,510,-12,37,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215428,A,604,435,663,431,619,481,613,513,671,511,-13,39,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215428,A,596,435,661,431,617,482,610,514,668,511,-9,35,5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,598,434,661,429,615,482,610,514,667,511,-13,35,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,598,434,660,428,617,482,612,513,668,512,-10,35,4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,596,435,660,430,617,482,610,514,667,512,-14,36,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,598,433,659,428,615,482,610,513,665,510,-13,36,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,597,434,659,429,615,481,609,513,668,512,-15,36,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,600,435,659,431,618,481,610,513,667,512,-13,39,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,594,438,656,431,613,482,608,515,665,513,-14,36,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,600,436,655,429,612,482,608,514,664,512,-14,37,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,595,436,656,430,612,483,607,515,662,513,-13,38,2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,597,437,653,431,609,484,608,514,661,512,-15,36,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,591,435,650,429,609,484,605,516,660,513,-10,36,5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,595,437,649,432,610,484,605,516,660,513,-14,41,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215429,A,590,437,649,431,606,483,605,517,660,513,-15,36,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,592,438,653,432,609,483,606,515,659,513,-15,35,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,591,436,652,431,608,484,605,515,660,513,-14,35,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,587,436,650,431,608,483,602,515,657,512,-13,35,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,585,439,645,432,605,484,598,516,656,514,-14,35,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,585,439,645,432,603,484,597,516,655,514,-13,35,1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,590,439,645,434,603,485,598,516,655,515,-14,35,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,592,440,651,432,608,485,603,517,659,514,-12,37,3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,589,439,657,434,613,484,605,516,664,513,-10,37,3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,594,438,663,431,618,483,611,516,672,513,-11,31,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,604,439,667,432,623,481,615,515,675,512,-11,32,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,611,439,679,433,635,482,624,515,687,512,-12,39,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,617,438,687,434,643,482,628,514,692,512,-12,32,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,621,436,690,432,645,481,633,514,695,512,-12,39,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,626,435,690,431,647,479,636,513,695,511,-12,32,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215430,A,624,436,692,432,648,479,636,512,697,511,-11,30,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215431,A,624,436,688,432,647,479,635,513,695,512,-11,36,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215431,A,621,437,687,432,643,480,636,513,692,512,-13,36,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215431,A,623,437,684,433,638,479,632,513,689,512,-12,36,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215431,A,622,437,681,433,639,480,631,513,686,512,-11,29,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215431,A,615,437,679,432,636,482,628,513,685,512,-11,36,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215431,A,614,439,677,433,633,482,626,516,682,513,-11,36,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215431,A,615,438,675,434,632,482,625,515,682,514,-11,35,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215431,A,613,439,672,434,630,483,624,516,681,514,-11,35,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215431,A,616,439,672,433,630,482,623,515,676,513,-8,36,4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215431,A,614,440,666,435,627,483,623,517,676,515,-12,36,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215431,A,611,438,670,434,629,483,622,516,676,514,-12,37,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215431,A,613,440,668,436,626,485,621,517,676,516,-13,35,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,609,439,667,435,623,486,620,518,677,516,-13,39,1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,608,439,668,434,625,487,620,517,675,516,-10,39,4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,610,440,666,435,624,485,620,517,674,515,-14,37,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,614,441,667,437,626,480,619,517,677,517,-8,36,5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,606,439,667,434,625,485,618,516,675,515,-11,35,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,605,439,669,434,627,485,619,517,676,516,-10,35,5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,613,438,669,435,625,485,620,516,675,515,-12,35,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,610,440,669,437,626,486,621,516,676,516,-14,35,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,609,440,670,435,626,485,621,517,677,516,-8,39,5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,612,439,671,434,628,484,622,517,679,515,-13,35,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,609,438,673,437,628,484,621,516,679,515,-13,33,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,611,437,672,433,631,483,622,515,679,514,-13,36,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,609,438,675,434,634,481,622,516,681,515,-13,35,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215432,A,619,437,675,433,633,482,623,514,678,514,-9,39,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215433,A,618,436,685,431,639,481,627,514,686,513,-11,27,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215433,A,627,437,698,434,655,481,638,514,701,512,-10,18,-1,Maybe,No,Yes,Yes,Yes,Maybe,Yes,Yes
20170306_215433,A,646,434,718,431,678,480,651,512,720,510,-9,8,0,No,Yes,Yes,No,Maybe,No,Yes,No
20170306_215433,A,0,0,0,0,0,0,0,0,0,0,-8,2,0,No,No,No,No,No,No,No,No
20170306_215433,A,658,433,739,431,699,477,668,512,733,509,-8,0,1,Maybe,Yes,Yes,No,No,Maybe,Yes,No
20170306_215433,A,664,432,740,430,702,477,671,511,737,509,-8,0,1,Maybe,Yes,Yes,No,No,No,Yes,No
20170306_215433,A,664,431,743,429,705,475,673,510,738,508,-6,1,0,Maybe,Yes,Yes,No,No,Maybe,Yes,No
20170306_215433,A,654,430,731,428,692,475,664,508,729,506,-7,10,-1,No,Yes,Yes,No,Maybe,No,Maybe,No
20170306_215433,A,647,429,719,427,678,476,657,508,722,507,-8,17,-2,No,No,Yes,No,No,No,Maybe,Yes
20170306_215433,A,641,429,710,426,667,474,651,507,714,506,-9,25,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215433,A,644,428,709,424,665,471,655,507,714,506,-8,30,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215433,A,652,425,713,422,669,471,662,504,717,504,-8,35,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215433,A,658,425,719,421,677,468,670,504,723,502,-9,38,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215433,A,667,424,730,419,684,468,679,504,732,502,-10,40,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215434,A,689,424,749,420,707,469,695,505,755,502,-9,35,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215434,A,695,421,763,416,718,468,708,503,765,501,-7,33,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215434,A,718,417,787,413,736,465,726,500,786,500,-8,27,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215434,A,734,416,800,410,754,463,745,500,804,497,-6,26,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215434,A,743,413,815,410,768,460,752,497,815,496,-5,22,0,No,No,Yes,No,No,No,Yes,Yes
20170306_215434,A,753,412,825,409,781,459,761,496,824,495,-6,22,-1,No,No,Yes,No,No,No,Yes,Yes
20170306_215434,A,762,412,835,410,787,460,769,497,832,497,-6,24,0,Maybe,No,Yes,No,No,Maybe,Yes,Yes
20170306_215434,A,766,412,838,410,789,461,774,497,836,498,-7,23,-2,Maybe,No,Yes,No,No,No,Yes,Yes
20170306_215434,A,770,414,837,412,787,464,775,500,835,501,-11,31,-6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215434,A,763,419,833,418,784,466,772,500,832,502,-12,34,-4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215434,A,764,417,828,415,783,465,771,500,828,501,-13,35,-6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215434,A,764,417,829,414,779,466,770,500,827,502,-13,36,-6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215434,A,761,418,826,416,779,467,769,502,828,503,-14,38,-6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215434,A,757,418,826,414,777,467,755,505,823,508,-13,38,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215434,A,758,418,821,415,774,467,767,501,821,503,-12,36,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,751,420,814,418,769,467,750,508,818,504,-12,37,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,745,420,812,416,768,468,753,505,816,504,-11,36,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,749,421,806,416,762,467,754,504,813,503,-14,41,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,738,421,800,416,750,473,744,507,808,505,-11,38,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,732,423,793,419,750,472,735,505,801,505,-9,37,3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,727,425,789,418,744,473,737,510,794,505,-7,42,6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,719,427,783,418,731,486,720,522,794,516,-9,36,4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,723,428,779,419,737,476,733,511,789,506,-12,39,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,719,428,778,418,733,478,730,514,788,506,-10,41,3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,713,428,779,420,732,477,722,520,787,510,-8,39,5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,719,429,777,419,733,476,728,508,786,507,-11,44,3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,716,429,778,420,731,477,716,514,787,508,-6,36,9,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215435,A,705,432,774,421,713,483,715,524,780,516,-11,37,4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215436,A,705,431,773,422,726,476,711,521,781,514,-10,44,4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215436,A,711,430,774,420,724,477,719,519,782,508,-2,41,12,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215436,A,710,430,770,422,731,478,709,521,783,510,-6,37,8,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215436,A,721,430,777,420,732,478,733,512,787,508,-9,37,4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215436,A,722,427,782,420,740,477,729,510,790,508,-4,43,9,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215436,A,739,421,806,417,761,468,752,504,810,502,-11,33,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215436,A,756,413,829,410,780,462,765,500,830,498,-8,26,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215436,A,771,406,845,402,798,454,779,493,846,491,-5,18,-1,Maybe,No,Yes,No,No,No,Yes,Yes
20170306_215436,A,780,405,853,400,808,453,790,492,856,491,-4,21,1,No,No,Yes,No,No,No,Yes,Yes
20170306_215436,A,790,410,867,405,820,456,800,495,869,493,-5,23,0,No,No,Yes,No,No,No,Yes,Yes
20170306_215436,A,807,413,881,408,841,458,816,496,885,492,-3,12,1,No,Maybe,Yes,No,Maybe,No,Yes,Maybe
20170306_215436,A,830,417,908,412,866,459,840,498,908,493,-2,8,2,No,Yes,Yes,No,No,No,Yes,No
20170306_215436,A,861,420,933,415,896,460,869,498,933,495,-1,5,3,No,Yes,Yes,No,No,No,Yes,No
20170306_215436,B,887,423,959,418,926,461,895,500,960,497,0,1,4,No,Yes,Yes,No,Maybe,No,Yes,No
20170306_215437,B,930,427,1000,422,968,464,938,502,1000,500,2,-2,4,No,Yes,Yes,No,No,No,Yes,No
20170306_215437,B,957,426,1025,423,994,465,965,502,1026,500,3,-3,3,No,Yes,Yes,No,No,Maybe,Yes,No
20170306_215437,B,983,428,1052,425,1019,464,990,501,1050,500,5,0,1,No,Yes,Yes,No,No,No,Yes,No
20170306_215437,B,1017,432,1084,430,1047,468,1023,505,1082,504,5,4,1,No,Yes,Yes,No,Maybe,No,Yes,No
20170306_215437,B,1029,436,1097,433,1059,471,1036,508,1094,507,5,14,1,No,Maybe,Yes,No,Maybe,No,Yes,Maybe
20170306_215437,B,1037,442,1099,438,1061,475,1044,512,1099,510,4,21,0,Maybe,No,Yes,Yes,Yes,No,Yes,Yes
20170306_215437,B,1049,448,1107,443,1065,482,1059,519,1107,517,0,33,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215437,B,1053,448,1111,444,1071,484,1060,518,1110,517,1,34,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215437,B,1065,452,1121,447,1080,488,1071,522,1121,522,0,36,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215437,B,1083,453,1139,451,1097,491,1089,524,1137,525,-1,35,-4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215437,B,1096,456,1151,453,1108,493,1100,527,1148,529,-3,37,-4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215437,B,1106,457,1162,457,1119,498,1111,530,1158,532,-5,36,-6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215437,B,1116,458,1170,458,1125,497,1117,532,1167,534,-6,39,-7,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1124,457,1179,458,1132,498,1128,537,1173,536,-7,39,-8,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1122,458,1175,458,1132,498,1121,531,1172,535,-6,39,-7,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1119,460,1175,461,1131,500,1121,532,1170,536,-6,42,-6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1117,461,1172,461,1126,501,1118,534,1166,538,-7,41,-7,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1114,462,1167,462,1123,501,1114,538,1162,539,-3,38,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1109,462,1161,461,1117,503,1110,536,1158,538,-1,40,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1107,463,1159,462,1114,504,1109,536,1154,539,-4,36,-4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1104,463,1153,462,1109,503,1104,536,1150,538,-3,39,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1099,464,1153,459,1108,504,1102,538,1147,540,-4,42,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1098,465,1148,463,1104,504,1099,537,1146,539,-5,39,-4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1097,465,1145,461,1101,506,1098,539,1144,539,-4,43,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1093,462,1145,458,1100,503,1099,539,1144,538,0,42,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1092,459,1145,456,1098,498,1095,535,1140,535,-2,41,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215438,B,1086,455,1143,456,1095,494,1085,529,1133,533,-4,37,-9,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1068,451,1124,453,1076,493,1066,528,1115,534,-6,39,-10,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1054,446,1110,447,1058,490,1050,524,1100,531,-4,37,-9,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1038,438,1092,440,1039,483,1036,523,1084,525,-3,39,-8,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1019,435,1078,435,1027,476,1020,514,1069,517,-2,42,-8,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1011,434,1071,430,1020,473,1014,516,1064,514,3,35,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1013,430,1068,424,1019,470,1019,510,1065,509,6,37,3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1023,431,1077,422,1032,468,1033,507,1078,503,9,44,5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1042,430,1094,420,1052,465,1053,505,1099,499,8,44,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1069,433,1121,422,1079,466,1083,505,1126,499,12,43,5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1102,438,1154,426,1114,470,1118,509,1161,501,13,43,7,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1140,442,1195,428,1153,473,1159,510,1200,503,11,43,5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1185,446,1239,432,1198,477,1204,515,1247,506,14,42,10,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1254,454,1309,439,1269,482,1272,520,1317,511,13,36,10,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1277,455,1332,441,1292,483,1297,521,1340,512,10,40,7,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215439,B,1321,457,1376,443,1336,484,1338,522,1385,514,10,39,6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215440,B,1360,459,1416,444,1375,486,1379,524,1425,515,11,34,6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215440,B,1393,462,1451,446,1409,487,1409,525,1459,515,12,27,7,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215440,B,1418,463,1477,448,1434,487,1434,527,1483,515,12,26,6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215440,B,1439,464,1498,449,1457,488,1453,527,1506,516,15,32,7,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215440,B,1463,465,1525,448,1480,488,1479,528,1532,515,18,33,11,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215440,B,1471,465,1532,447,1488,488,1488,527,1540,515,15,29,6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215440,B,1486,465,1546,448,1501,489,1503,527,1554,516,16,35,9,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215440,B,1504,464,1567,448,1521,489,1519,530,1572,518,13,29,6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170306_215440,B,1516,461,1582,447,1535,488,1528,529,1586,519,10,28,4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
