datetime,isSpeaking,volume
2017-03-06 22:28:35,B,0.412396
2017-03-06 22:28:35,B,0.354273
2017-03-06 22:28:35,B,0.385046
2017-03-06 22:28:35,B,0.193504
2017-03-06 22:28:35,B,0.174871
2017-03-06 22:28:35,B,0.127736
2017-03-06 22:28:35,B,0.0482542
2017-03-06 22:28:35,B,0.116513
2017-03-06 22:28:35,B,0.0437455
2017-03-06 22:28:35,B,0.0467645
2017-03-06 22:28:35,B,0.189117
2017-03-06 22:28:35,B,0.379573
2017-03-06 22:28:35,B,0.22709
2017-03-06 22:28:36,B,0.111439
2017-03-06 22:28:36,B,0.191806
2017-03-06 22:28:36,B,0.149535
2017-03-06 22:28:36,B,0.087103
2017-03-06 22:28:36,B,0.0695055
2017-03-06 22:28:36,B,0.0701688
2017-03-06 22:28:36,B,0.0924226
2017-03-06 22:28:36,B,0.0732825
2017-03-06 22:28:36,B,0.554041
2017-03-06 22:28:36,B,0.571758
2017-03-06 22:28:36,B,0.556404
2017-03-06 22:28:36,B,0.540039
2017-03-06 22:28:37,B,0.535645
2017-03-06 22:28:37,B,0.33938
2017-03-06 22:28:37,B,0.257048
2017-03-06 22:28:37,B,0.547029
2017-03-06 22:28:37,B,0.377728
2017-03-06 22:28:37,B,0.238345
2017-03-06 22:28:37,B,0.513607
2017-03-06 22:28:37,B,0.274862
2017-03-06 22:28:37,B,0.193156
2017-03-06 22:28:37,B,0.543892
2017-03-06 22:28:38,B,0.235239
2017-03-06 22:28:38,B,0.55901
2017-03-06 22:28:38,B,0.507765
2017-03-06 22:28:39,A,0.546489
2017-03-06 22:28:39,A,0.538147
2017-03-06 22:28:40,A,0.261277
2017-03-06 22:28:40,A,0.144004
2017-03-06 22:28:40,A,0.240687
2017-03-06 22:28:40,A,0.440984
2017-03-06 22:28:40,A,0.23668
2017-03-06 22:28:40,A,0.261484
2017-03-06 22:28:40,A,0.453974
2017-03-06 22:28:40,A,0.193623
2017-03-06 22:28:40,A,0.136685
2017-03-06 22:28:40,A,0.0635303
2017-03-06 22:28:40,A,0.481902
2017-03-06 22:28:40,A,0.466896
2017-03-06 22:28:41,A,0.453961
2017-03-06 22:28:41,A,0.460002
2017-03-06 22:28:41,A,0.450809
2017-03-06 22:28:41,A,0.14224
2017-03-06 22:28:41,A,0.104848
2017-03-06 22:28:41,A,0.0891747
2017-03-06 22:28:41,A,0.047369
2017-03-06 22:28:41,A,0.0048773
2017-03-06 22:28:41,A,0.00994542
2017-03-06 22:28:41,A,0.00311339
2017-03-06 22:28:41,A,0.00729599
2017-03-06 22:28:42,A,0.023612
2017-03-06 22:28:42,A,0
2017-03-06 22:28:42,A,0
2017-03-06 22:28:43,B,0.495446
2017-03-06 22:28:44,B,0.527061
2017-03-06 22:28:44,B,0.498474
2017-03-06 22:28:44,B,0.460182
2017-03-06 22:28:44,B,0.423779
2017-03-06 22:28:44,B,0.254203
2017-03-06 22:28:44,B,0.0631783
2017-03-06 22:28:44,B,0.506197
2017-03-06 22:28:44,B,0.269282
2017-03-06 22:28:44,B,0.203978
2017-03-06 22:28:44,B,0.0924684
2017-03-06 22:28:45,B,0.366019
2017-03-06 22:28:45,B,0.187502
2017-03-06 22:28:45,B,0.0875318
2017-03-06 22:28:45,B,0.0572951
2017-03-06 22:28:45,B,0.0520333
2017-03-06 22:28:45,B,0.1014
2017-03-06 22:28:45,B,0.548254
2017-03-06 22:28:45,B,0.554143
2017-03-06 22:28:45,B,0.526662
2017-03-06 22:28:45,B,0.529074
2017-03-06 22:28:45,B,0.502691
2017-03-06 22:28:46,B,0.512534
