datetime,isTracking,leftEyeX,leftEyeY,rightEyeX,rightEyeY,NoseX,NoseY,LeftMouthX,LeftMouthY,RightMouthX,RightMouthY,pitch,yaw,roll,Happy,Engaged,WearingGlasses,LeftEyeClosed,RightEyeClosed,MouthOpen,MouthMoved,LookingAway
2017-04-07 15:47:10,A,559,219,623,224,571,251,556,290,611,298,3,25,-8,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:10,A,559,217,621,221,570,248,555,288,611,296,4,27,-7,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:11,A,559,214,622,218,571,245,555,286,611,294,6,29,-5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:11,A,561,211,623,216,570,242,557,284,610,291,5,33,-7,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:11,A,563,206,625,211,574,238,559,278,613,286,4,29,-7,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:11,A,564,204,627,209,574,235,560,275,614,283,8,29,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:11,A,565,204,627,208,577,234,562,274,616,282,6,32,-7,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:11,A,566,203,627,207,577,232,561,272,615,279,8,30,-5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:11,A,564,201,626,205,576,229,561,269,616,277,8,25,-6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:11,A,563,200,626,203,575,229,560,268,614,274,10,28,-4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:11,A,559,200,622,202,572,227,556,266,610,272,10,28,-5,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:11,A,556,200,616,200,566,225,552,267,604,269,10,28,-6,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:11,A,547,202,607,198,557,227,547,270,599,272,14,33,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:12,A,544,202,602,198,552,227,544,272,595,271,13,33,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:12,A,537,206,594,199,544,230,541,275,591,274,14,33,3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:12,A,531,209,586,201,538,234,535,278,583,276,12,38,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:12,A,526,211,580,203,532,239,529,280,575,277,8,37,-2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:12,A,522,212,576,203,527,240,525,282,571,279,7,36,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:12,A,521,213,573,205,525,243,523,283,569,280,6,38,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:12,A,520,214,572,204,523,241,523,285,568,280,6,38,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:12,A,517,215,569,205,522,242,522,284,566,281,7,39,-1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:12,A,517,215,570,204,522,241,523,284,568,279,12,41,1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:12,A,521,212,574,203,526,238,525,281,571,277,10,35,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:12,A,522,209,577,201,527,234,525,278,571,274,14,38,1,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:12,A,523,204,577,196,525,230,525,274,571,272,16,38,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:13,A,525,200,577,191,525,225,524,271,569,269,21,41,2,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:13,A,530,196,581,188,526,219,528,267,570,266,20,39,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:13,A,536,192,586,186,530,217,531,266,576,267,18,39,-4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:13,A,540,190,589,185,533,214,534,261,578,264,21,41,-3,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:13,A,548,185,599,182,545,209,543,258,588,260,23,40,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:13,A,563,186,617,182,561,206,557,257,606,258,22,37,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
2017-04-07 15:47:13,A,578,187,636,187,581,208,570,258,626,260,18,27,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Maybe
